,Thai_res_id,ID,Name,Category
538,4b36a0f5f964a5207b3925e3,4db0f4371e729fcc56497f20,Mashallah,Indian Restaurant
539,4b36a0f5f964a5207b3925e3,4c90d5352626a1cd31e32c6b,Qathra,Coffee Shop
540,4f235fb4e4b04f6e681be393,58d0181ed32b44482b00972e,Der Pioneer,Bakery
541,4f235fb4e4b04f6e681be393,55b52fdb498ecb1afb077f17,Werkstatt,Austrian Restaurant
542,4f235fb4e4b04f6e681be393,5074523d45b0e4539638b474,Wheated,Pizza Place
543,4f235fb4e4b04f6e681be393,56382f1ecd104d694dfa7f44,Hinterlands Bar,Dive Bar
544,4f235fb4e4b04f6e681be393,575f6ae6498ee3f9df462a1c,Parade Café,Café
545,4f235fb4e4b04f6e681be393,50001260e4b09359230a62cf,LARK,Coffee Shop
546,4f235fb4e4b04f6e681be393,57e84045498e0ee2333a41d4,Suzy's Roti Parlour,Caribbean Restaurant
547,4f235fb4e4b04f6e681be393,565bbcb238fa04c1686c9ae8,La Loba Cantina,Mexican Restaurant
548,4f235fb4e4b04f6e681be393,5726540f498e8433b33284b3,The Gilded Grape,Wine Shop
549,4f235fb4e4b04f6e681be393,4a68a742f964a520c3ca1fe3,Prospect Park Tennis Center,Tennis Court
550,4f235fb4e4b04f6e681be393,4b8c3421f964a520edc332e3,Prospect Park Parade Ground,Park
551,4f235fb4e4b04f6e681be393,5bbf7c31418686002c49a6a1,Thai Farm Kitchen,Thai Restaurant
552,4f235fb4e4b04f6e681be393,4c7707b2f20c199cc5e5b399,Park Circle,Plaza
553,4f235fb4e4b04f6e681be393,4e1b70dd2fb6a7357497796e,Dunkin',Donut Shop
554,4f235fb4e4b04f6e681be393,50774a72e4b0347051bd3282,Hamilton's,American Restaurant
555,4f235fb4e4b04f6e681be393,4b609494f964a520a8ee29e3,Brancaccio's,Food & Drink Shop
556,4f235fb4e4b04f6e681be393,4d085ce3611ff04d92c31afb,Downtown Natural Market,Grocery Store
557,4f235fb4e4b04f6e681be393,4bdc73ce2a3a0f4797e7b2b6,Sean Casey Animal Rescue,Animal Shelter
558,4f235fb4e4b04f6e681be393,4ab3fd14f964a5206b6f20e3,Greenwood Playground,Playground
559,4f235fb4e4b04f6e681be393,4b86f610f964a52057a831e3,The Castello Plan,Wine Bar
560,4f235fb4e4b04f6e681be393,4ba67213f964a520465339e3,J&L Landscaping,Garden Center
561,4f235fb4e4b04f6e681be393,4beffc1dc8d920a186489430,Cortelyou Greenmarket,Farmers Market
562,4f235fb4e4b04f6e681be393,548f5320498e0c4239295d00,Batata Pita Bar,Middle Eastern Restaurant
563,4f235fb4e4b04f6e681be393,49c4489df964a520b9561fe3,Sycamore Flower Shop + Bar,Bar
564,4f235fb4e4b04f6e681be393,5360661d498e35b5bbb1f62a,The Adirondack,Bar
565,4f235fb4e4b04f6e681be393,4e7d174cb6340a4da75a2cca,Le Paddock,French Restaurant
566,4f235fb4e4b04f6e681be393,55500209498e6a6680e2b147,Carnival Fresh Market,Grocery Store
567,4f235fb4e4b04f6e681be393,4dcc1f852271f5e21d86c1ba,Tacos El Dorado,Food Truck
568,4f235fb4e4b04f6e681be393,54222a1e498e7b4fa0e3fe00,Element Beauty Lounge,Nail Salon
569,4f235fb4e4b04f6e681be393,44db29bef964a52092361fe3,The Farm on Adderley,New American Restaurant
570,4f235fb4e4b04f6e681be393,4aa2d9f1f964a520534220e3,Cafe Tibet,Tibetan Restaurant
571,4f235fb4e4b04f6e681be393,4ccc11e772106dcb66ba9899,Cafe Madeline,Coffee Shop
572,4f235fb4e4b04f6e681be393,54daa265498e58e310cae373,Sawasde Thai Cooking,Thai Restaurant
573,4f235fb4e4b04f6e681be393,4a8a0400f964a520a90920e3,Juice Box,Wine Shop
574,4f235fb4e4b04f6e681be393,4b884fa7f964a5204eee31e3,John's Deli,Deli / Bodega
575,4f235fb4e4b04f6e681be393,4b6f38bdf964a52020e52ce3,Kings County Wines,Wine Shop
576,4f235fb4e4b04f6e681be393,49ee54faf964a5204d681fe3,Mimi's Hummus,Middle Eastern Restaurant
577,4f235fb4e4b04f6e681be393,4b1726aef964a52011c323e3,Flatbush Food Coop,Health Food Store
578,4f235fb4e4b04f6e681be393,4e1b155f7d8bb17ec63a95de,Steeplechase Coffee,Café
579,4f235fb4e4b04f6e681be393,4ca949678882199c701b45d4,Vanderbilt Playground,Playground
580,4f235fb4e4b04f6e681be393,5b09fdca5f68b9002c34d8a8,Andrew’s Luncheonette by Hard Times Sundaes,Burger Joint
581,4f235fb4e4b04f6e681be393,5b591073c5b11c002ce6065f,Pasture Burgers,Burger Joint
582,4f235fb4e4b04f6e681be393,51940c20498eeaa617325bdb,Bar Chord,Bar
583,4f235fb4e4b04f6e681be393,4e1a26896284ea7247094b17,Parade Grounds Field 4,Baseball Field
584,4f235fb4e4b04f6e681be393,52b90597498ed57b85609429,Lea,Italian Restaurant
585,4f235fb4e4b04f6e681be393,4cc1ce0442d1b60c964e0c13,Catskill Bagels,Bagel Shop
586,4f235fb4e4b04f6e681be393,4b36a0f5f964a5207b3925e3,To Be Thai,Thai Restaurant
587,4f235fb4e4b04f6e681be393,4b757b40f964a520fd0e2ee3,Pet Haven Animal Hospital,Veterinarian
588,4f235fb4e4b04f6e681be393,4afa2432f964a520081722e3,Purple Yam,Filipino Restaurant
589,50856d05e4b0ee1f10c48013,4b4b90e4f964a5207aa026e3,Fonda,Mexican Restaurant
590,50856d05e4b0ee1f10c48013,4b8df456f964a520661433e3,The End Is Near,Jewelry Store
591,50856d05e4b0ee1f10c48013,4a4512f4f964a520bba71fe3,Café Grumpy,Coffee Shop
592,50856d05e4b0ee1f10c48013,4a85fd26f964a520f4ff1fe3,Provini,Italian Restaurant
593,50856d05e4b0ee1f10c48013,49e3c784f964a520ce621fe3,Slope Cellars,Wine Shop
594,50856d05e4b0ee1f10c48013,5e63ce2913fee000089eecb4,Winner,Coffee Shop
595,50856d05e4b0ee1f10c48013,4a7df2caf964a5204ef01fe3,Big Nose Full Body,Wine Shop
596,50856d05e4b0ee1f10c48013,49ea6712f964a5205e661fe3,Russo's Mozzarella and Pasta,Italian Restaurant
597,50856d05e4b0ee1f10c48013,49eb18e4f964a520a5661fe3,Brook Vin,Wine Bar
598,50856d05e4b0ee1f10c48013,4ac4ebe2f964a5209c9f20e3,Hand of Glory Tattoo,Tattoo Parlor
599,50856d05e4b0ee1f10c48013,4a8f3caaf964a5207c1420e3,Henry's,Vietnamese Restaurant
600,50856d05e4b0ee1f10c48013,4cec05bce888f04d2683556b,The Bad Wife,Convenience Store
601,50856d05e4b0ee1f10c48013,4b50f1b7f964a520db3927e3,Park Slope Armory YMCA,Gym
602,50856d05e4b0ee1f10c48013,49be9356f964a520bd541fe3,Hanco's Bubble Tea & Vietnamese Sandwich,Vietnamese Restaurant
603,50856d05e4b0ee1f10c48013,52b4f847498e51be82233fab,American Cheez,Bar
604,50856d05e4b0ee1f10c48013,4aad17b8f964a520795e20e3,Little Purity,Diner
605,50856d05e4b0ee1f10c48013,4eb322976da1af509d30bdd7,Piccoli Trattoria,Italian Restaurant
606,50856d05e4b0ee1f10c48013,43713c00f964a520022a1fe3,Bar Toto,Italian Restaurant
607,50856d05e4b0ee1f10c48013,4b25858af964a520437324e3,Ten Japanese Cuisine,Sushi Restaurant
608,50856d05e4b0ee1f10c48013,4ac76e95f964a52032b720e3,Union Market,Gourmet Shop
609,50856d05e4b0ee1f10c48013,4b097696f964a520a71723e3,6/15 Green Community Garden,Garden
610,50856d05e4b0ee1f10c48013,53ed49c7498e1646758d8c50,Mr. Lime,Juice Bar
611,50856d05e4b0ee1f10c48013,4ec7fa185c5ce271be2b2bfa,Giovanni's Brooklyn Eats,Italian Restaurant
612,50856d05e4b0ee1f10c48013,4b3146c5f964a520c10325e3,From Head to Toe,Salon / Barbershop
613,50856d05e4b0ee1f10c48013,41005500f964a5204b0b1fe3,Barbès,Bar
614,50856d05e4b0ee1f10c48013,5d2a8e5fa0b78300237d5907,Jintana Thai Farmhouse,Thai Restaurant
615,50856d05e4b0ee1f10c48013,51746efce4b00121fc058fbf,Slope Wellness,Spa
616,50856d05e4b0ee1f10c48013,44e574d9f964a5206a371fe3,Colson Patisserie,Bakery
617,50856d05e4b0ee1f10c48013,4ac7a7eff964a520d7b820e3,Kiku Sushi,Sushi Restaurant
618,50856d05e4b0ee1f10c48013,4ddc355cd164236dd36ec9f8,Couleur Café,Café
619,50856d05e4b0ee1f10c48013,563e429bcd102a339ce40860,The Soup Bowl of Park Slope,Soup Place
620,50856d05e4b0ee1f10c48013,4a7c3df8f964a5200bec1fe3,The Double Windsor,Bar
621,50856d05e4b0ee1f10c48013,583d359d46563a02bea58238,iLoveKickboxing,Gym
622,50856d05e4b0ee1f10c48013,54e39b14498e9c646b42958e,East Wind Snack Shop,Chinese Restaurant
623,50856d05e4b0ee1f10c48013,50fad7a3e4b028b4a5056600,Gather,Café
624,50856d05e4b0ee1f10c48013,4a7e1c00f964a520fcf01fe3,Peppino's Pizza,Pizza Place
625,50856d05e4b0ee1f10c48013,4a2d9eb7f964a520d5971fe3,Ladybird Bakery,Bakery
626,50856d05e4b0ee1f10c48013,49ff9127f964a52033701fe3,Bagel Hole,Bagel Shop
627,50856d05e4b0ee1f10c48013,582466b8a130da5121eb7b36,Flora,Italian Restaurant
628,50856d05e4b0ee1f10c48013,50a6b79329a6841e56fb6f2a,powerHouse on 8th,Bookstore
629,50856d05e4b0ee1f10c48013,4116be80f964a520020c1fe3,Commonwealth,Bar
630,50856d05e4b0ee1f10c48013,5361a097498e40a31baa411c,Krupa Grocery,American Restaurant
631,50856d05e4b0ee1f10c48013,4a4590fcf964a52057a81fe3,Harbor Fitness,Gym
632,50856d05e4b0ee1f10c48013,5216a4c0498efe47cf7e1ed8,Acme Wines & Spirits,Wine Shop
633,50856d05e4b0ee1f10c48013,436d4780f964a520c6291fe3,Naidre's Cafe & Bakery,Café
634,50856d05e4b0ee1f10c48013,485e640df964a520d7501fe3,The Bandshell / Celebrate Brooklyn!,Performing Arts Venue
635,50856d05e4b0ee1f10c48013,5a8da6f6c97f285cf6e22f55,Nitehawk Prospect Park,Multiplex
636,50856d05e4b0ee1f10c48013,46f52f99f964a520ef4a1fe3,Sidecar,American Restaurant
637,50856d05e4b0ee1f10c48013,4a637a42f964a52021c51fe3,Jaya Yoga Center,Yoga Studio
638,50856d05e4b0ee1f10c48013,4a7ca28cf964a520fdec1fe3,Jubilat Provisions,Food & Drink Shop
639,56773ac0498e301585915c6f,55d660c6498e2fa7bf8e13f4,Ode to Babel,Cocktail Bar
640,56773ac0498e301585915c6f,4f877b60e4b07f1a33a27d3f,Puerto Viejo,Latin American Restaurant
641,56773ac0498e301585915c6f,4e2a3b1fd4c0e5c89ab79a36,Bearded Lady,Cocktail Bar
642,56773ac0498e301585915c6f,49f50c9ff964a5208a6b1fe3,Gen,Sushi Restaurant
643,56773ac0498e301585915c6f,5d1433f7af35f30025153b92,LaLou,Wine Bar
644,56773ac0498e301585915c6f,47bd72ecf964a520d84d1fe3,Weather Up,Cocktail Bar
645,56773ac0498e301585915c6f,5a4d750e3fcee83d3f3ce36c,The Islands,Caribbean Restaurant
646,56773ac0498e301585915c6f,4e306b3c18383aa77b01b3d2,Chuko,Ramen Restaurant
647,56773ac0498e301585915c6f,5a344de82347245293c0def9,Bierwax,Beer Bar
648,56773ac0498e301585915c6f,4df76fccb61c40d585eca0e4,Bitter & Esters,Brewery
649,56773ac0498e301585915c6f,4a2407e6f964a520ef7d1fe3,Sit & Wonder,Coffee Shop
650,56773ac0498e301585915c6f,56cf6224cd1053f87f1164d0,All Creatures Veterinary Hospital,Business Service
651,56773ac0498e301585915c6f,575dca4b498e89530df3409a,Vanderbilt Wine Merchants,Wine Shop
652,56773ac0498e301585915c6f,4bfff29cf61ea5939506eb13,Natty Garden,Garden Center
653,56773ac0498e301585915c6f,5572248a498eb7e4a5fc80af,Leon & Son Wine & Spirits,Wine Shop
654,56773ac0498e301585915c6f,5d920abe452d400008d5dc69,"Ciao, Gloria",Café
655,56773ac0498e301585915c6f,5cc0ec0a005ac1002c3bbc12,Van Leeuwen Ice Cream,Ice Cream Shop
656,56773ac0498e301585915c6f,4dc16497d16455f8322791bb,Ample Hills Creamery,Ice Cream Shop
657,56773ac0498e301585915c6f,58b74644a6118c72d7ab0b4b,Alta Calidad,Mexican Restaurant
658,56773ac0498e301585915c6f,53b74280498ea7ec7d475057,Hops Hill,Bar
659,56773ac0498e301585915c6f,4ed96b1e61af8a14b52659dd,Winey Neighbor,Wine Shop
660,56773ac0498e301585915c6f,5670cfb8498ecfe4652095ce,Hartley's,Pub
661,56773ac0498e301585915c6f,5a6cc216f5e9d763b7a37c8f,Gran Caffe De Martini,Coffee Shop
662,56773ac0498e301585915c6f,576f2780498ea16637e8ddc9,B'klyn Burro,Burrito Place
663,56773ac0498e301585915c6f,548eeada498e4c3cf0acd057,Little Cupcake Bakeshop,Bakery
664,56773ac0498e301585915c6f,500f2d72e4b0c1e6fd42f5dd,Mr. Melon,Convenience Store
665,56773ac0498e301585915c6f,4f89c808e4b0089de93efba0,The Good Batch,Bakery
666,56773ac0498e301585915c6f,52c6e56211d293ba81a6ff9b,Emily,Pizza Place
667,56773ac0498e301585915c6f,4ab80e06f964a520fe7b20e3,Shambhala Yoga and Dance Center,Yoga Studio
668,56773ac0498e301585915c6f,52711cbc498e8f4e454b4db6,Konditori,Café
669,56773ac0498e301585915c6f,544f0b97498e9587ae6b4b5f,Sisters,Gastropub
670,56773ac0498e301585915c6f,5da7c6e5daa0d000072fe584,Bar Meridian,Bar
671,56773ac0498e301585915c6f,4c1171d7d917c928e9c1b562,Prospect Heights CSA,Farmers Market
672,56773ac0498e301585915c6f,5120493ae4b02e58c998aecd,Blew Smoke,Other Nightlife
673,56773ac0498e301585915c6f,4b51e366f964a520c35927e3,Underhill Playground,Playground
674,56773ac0498e301585915c6f,4aeb7bd4f964a5208cc221e3,Mitchell's Soul Food,Southern / Soul Food Restaurant
675,56773ac0498e301585915c6f,54d407db498eca36438fc5d3,Nacho Macho Taco,Mexican Restaurant
676,56773ac0498e301585915c6f,5384f596498e6c94a4abced1,Honey Salon,Nail Salon
677,56773ac0498e301585915c6f,58bf01c19b7eac450a2632f5,Four & Twenty Blackbirds,Pie Shop
678,56773ac0498e301585915c6f,5744efc0498e8b9ffbd0682a,Olmsted,New American Restaurant
679,56773ac0498e301585915c6f,5e31e99a6582a20008d0c6d9,Beer Street South,Bar
680,56773ac0498e301585915c6f,5263163f498e948ea8512603,Art Cafe,Bar
681,56773ac0498e301585915c6f,5cec4793f2554e002c4c75f3,D'Antan,Wine Bar
682,56773ac0498e301585915c6f,5c43a4e8e17910002c355cbe,Stocked Burger,Burger Joint
683,56773ac0498e301585915c6f,4a52aacbf964a520dfb11fe3,Unnameable Books,Used Bookstore
684,56773ac0498e301585915c6f,59f8de32f62f2b510a7e20cb,Finn’s Corner,Bar
685,56773ac0498e301585915c6f,4ae0d6d9f964a520fc8221e3,Prospect Heights Community Farm,Garden
686,56773ac0498e301585915c6f,4a7a260bf964a520aae81fe3,Milk Bar,Breakfast Spot
687,56773ac0498e301585915c6f,5595c485498e31f9374adc0b,Gold Star Beer Counter,Bar
688,57117904498eea6297e41d0a,5a4d750e3fcee83d3f3ce36c,The Islands,Caribbean Restaurant
689,57117904498eea6297e41d0a,4e2a3b1fd4c0e5c89ab79a36,Bearded Lady,Cocktail Bar
690,57117904498eea6297e41d0a,49f50c9ff964a5208a6b1fe3,Gen,Sushi Restaurant
691,57117904498eea6297e41d0a,4df76fccb61c40d585eca0e4,Bitter & Esters,Brewery
692,57117904498eea6297e41d0a,4ed96b1e61af8a14b52659dd,Winey Neighbor,Wine Shop
693,57117904498eea6297e41d0a,5da7c6e5daa0d000072fe584,Bar Meridian,Bar
694,57117904498eea6297e41d0a,4a2407e6f964a520ef7d1fe3,Sit & Wonder,Coffee Shop
695,57117904498eea6297e41d0a,54d407db498eca36438fc5d3,Nacho Macho Taco,Mexican Restaurant
696,57117904498eea6297e41d0a,5a6226b96a595005b379eed1,Lowerline,Cajun / Creole Restaurant
697,57117904498eea6297e41d0a,4b51e366f964a520c35927e3,Underhill Playground,Playground
698,57117904498eea6297e41d0a,5595c485498e31f9374adc0b,Gold Star Beer Counter,Bar
699,57117904498eea6297e41d0a,4f877b60e4b07f1a33a27d3f,Puerto Viejo,Latin American Restaurant
700,57117904498eea6297e41d0a,53dee1c1498e413b470391f6,Ogliastro Pizza Bar,Pizza Place
701,57117904498eea6297e41d0a,52fec098498eb03b244330f2,Covenhoven,Beer Bar
702,57117904498eea6297e41d0a,4ab80e06f964a520fe7b20e3,Shambhala Yoga and Dance Center,Yoga Studio
703,57117904498eea6297e41d0a,52711cbc498e8f4e454b4db6,Konditori,Café
704,57117904498eea6297e41d0a,55d660c6498e2fa7bf8e13f4,Ode to Babel,Cocktail Bar
705,57117904498eea6297e41d0a,56cf6224cd1053f87f1164d0,All Creatures Veterinary Hospital,Business Service
706,57117904498eea6297e41d0a,4fa162e0e4b0badc81404a51,Kimchi Grill,Korean Restaurant
707,57117904498eea6297e41d0a,5df9b03675387a00074631d2,The Barlow,Bar
708,57117904498eea6297e41d0a,4ad8d0e5f964a520f11421e3,Natural Blend,Vegetarian / Vegan Restaurant
709,57117904498eea6297e41d0a,4ae0d6d9f964a520fc8221e3,Prospect Heights Community Farm,Garden
710,57117904498eea6297e41d0a,4a6c86e5f964a520b8d01fe3,Tom's Restaurant,Diner
711,57117904498eea6297e41d0a,5cec4793f2554e002c4c75f3,D'Antan,Wine Bar
712,57117904498eea6297e41d0a,5c43a4e8e17910002c355cbe,Stocked Burger,Burger Joint
713,57117904498eea6297e41d0a,5bfb24f5971317002d556f3b,Oxalis,Restaurant
714,57117904498eea6297e41d0a,49e1f68df964a520ea611fe3,Washington Commons,Bar
715,57117904498eea6297e41d0a,4bfff29cf61ea5939506eb13,Natty Garden,Garden Center
716,57117904498eea6297e41d0a,4dc16497d16455f8322791bb,Ample Hills Creamery,Ice Cream Shop
717,57117904498eea6297e41d0a,5744efc0498e8b9ffbd0682a,Olmsted,New American Restaurant
718,57117904498eea6297e41d0a,5043e7d8e4b0f7ca2d223582,Tooker Alley,Bar
719,57117904498eea6297e41d0a,56773ac0498e301585915c6f,LOOK by Plant Love House,Thai Restaurant
720,57117904498eea6297e41d0a,50d5e0fce4b01e0c6330f7a1,Sunshine Co.,American Restaurant
721,57117904498eea6297e41d0a,5384f596498e6c94a4abced1,Honey Salon,Nail Salon
722,57117904498eea6297e41d0a,548eeada498e4c3cf0acd057,Little Cupcake Bakeshop,Bakery
723,57117904498eea6297e41d0a,529ea37e11d244c63061819c,Mermaid's Garden,Fish Market
724,57117904498eea6297e41d0a,5105ab25e4b0e45f04882583,Lincoln Station,Coffee Shop
725,57117904498eea6297e41d0a,47bd72ecf964a520d84d1fe3,Weather Up,Cocktail Bar
726,57117904498eea6297e41d0a,4b770411f964a520b5742ee3,Park Delicatessen,Flower Shop
727,57117904498eea6297e41d0a,49c826cbf964a520fa571fe3,Blue Marble,Ice Cream Shop
728,57117904498eea6297e41d0a,59f8de32f62f2b510a7e20cb,Finn’s Corner,Bar
729,57117904498eea6297e41d0a,559e9f0c498e113f384a2cc1,Banh Mi Place,Vietnamese Restaurant
730,57117904498eea6297e41d0a,5a6cc216f5e9d763b7a37c8f,Gran Caffe De Martini,Coffee Shop
731,57117904498eea6297e41d0a,4a7a260bf964a520aae81fe3,Milk Bar,Breakfast Spot
732,57117904498eea6297e41d0a,5a344de82347245293c0def9,Bierwax,Beer Bar
733,57117904498eea6297e41d0a,4c1171d7d917c928e9c1b562,Prospect Heights CSA,Farmers Market
734,57117904498eea6297e41d0a,5d1433f7af35f30025153b92,LaLou,Wine Bar
735,57117904498eea6297e41d0a,4a7e0b89f964a520c0f01fe3,Fermented Grapes,Wine Shop
736,57117904498eea6297e41d0a,53361829498eb42538181b8d,Citrico,Mexican Restaurant
737,58fe480bda708012683cda5f,4dc16497d16455f8322791bb,Ample Hills Creamery,Ice Cream Shop
738,58fe480bda708012683cda5f,5744efc0498e8b9ffbd0682a,Olmsted,New American Restaurant
739,58fe480bda708012683cda5f,548eeada498e4c3cf0acd057,Little Cupcake Bakeshop,Bakery
740,58fe480bda708012683cda5f,5384f596498e6c94a4abced1,Honey Salon,Nail Salon
741,58fe480bda708012683cda5f,47bd72ecf964a520d84d1fe3,Weather Up,Cocktail Bar
742,58fe480bda708012683cda5f,5a344de82347245293c0def9,Bierwax,Beer Bar
743,58fe480bda708012683cda5f,529ea37e11d244c63061819c,Mermaid's Garden,Fish Market
744,58fe480bda708012683cda5f,5a6cc216f5e9d763b7a37c8f,Gran Caffe De Martini,Coffee Shop
745,58fe480bda708012683cda5f,4a7a260bf964a520aae81fe3,Milk Bar,Breakfast Spot
746,58fe480bda708012683cda5f,4aeb7bd4f964a5208cc221e3,Mitchell's Soul Food,Southern / Soul Food Restaurant
747,58fe480bda708012683cda5f,5d1433f7af35f30025153b92,LaLou,Wine Bar
748,58fe480bda708012683cda5f,4a7e0b89f964a520c0f01fe3,Fermented Grapes,Wine Shop
749,58fe480bda708012683cda5f,5d920abe452d400008d5dc69,"Ciao, Gloria",Café
750,58fe480bda708012683cda5f,58b74644a6118c72d7ab0b4b,Alta Calidad,Mexican Restaurant
751,58fe480bda708012683cda5f,4a52aacbf964a520dfb11fe3,Unnameable Books,Used Bookstore
752,58fe480bda708012683cda5f,49baae9af964a52095531fe3,James,New American Restaurant
753,58fe480bda708012683cda5f,5595c485498e31f9374adc0b,Gold Star Beer Counter,Bar
754,58fe480bda708012683cda5f,572e3f81498eb4ab4c1cb7e0,Faun,New American Restaurant
755,58fe480bda708012683cda5f,5cc0ec0a005ac1002c3bbc12,Van Leeuwen Ice Cream,Ice Cream Shop
756,58fe480bda708012683cda5f,575dca4b498e89530df3409a,Vanderbilt Wine Merchants,Wine Shop
757,58fe480bda708012683cda5f,58bf01c19b7eac450a2632f5,Four & Twenty Blackbirds,Pie Shop
758,58fe480bda708012683cda5f,597a67b558aa7f16eb59ed51,Sweet Chick,Fried Chicken Joint
759,58fe480bda708012683cda5f,4d3b739097e0a1cd8571783e,Studio Maya,Yoga Studio
760,58fe480bda708012683cda5f,4e306b3c18383aa77b01b3d2,Chuko,Ramen Restaurant
761,58fe480bda708012683cda5f,4b51e366f964a520c35927e3,Underhill Playground,Playground
762,58fe480bda708012683cda5f,5afc809efd16bb002c3fdbd3,Union Market,Grocery Store
763,58fe480bda708012683cda5f,55d660c6498e2fa7bf8e13f4,Ode to Babel,Cocktail Bar
764,58fe480bda708012683cda5f,4ab96320f964a520287f20e3,El Gran Castillo de Jagua,Latin American Restaurant
765,58fe480bda708012683cda5f,41478600f964a520c41c1fe3,Geido,Japanese Restaurant
766,58fe480bda708012683cda5f,59ee5d302632ec3b0a1ffbb4,Sushi Lin,Sushi Restaurant
767,58fe480bda708012683cda5f,58b45e95ef787f485bda4d79,SoulCycle Park Slope,Cycle Studio
768,58fe480bda708012683cda5f,4e2a3b1fd4c0e5c89ab79a36,Bearded Lady,Cocktail Bar
769,58fe480bda708012683cda5f,49f50c9ff964a5208a6b1fe3,Gen,Sushi Restaurant
770,58fe480bda708012683cda5f,5368119d498ebf0228cebc09,R&D Foods,Gourmet Shop
771,58fe480bda708012683cda5f,5cb5e5f9a35f4600255406c6,Maison Yaki,Japanese Restaurant
772,58fe480bda708012683cda5f,5a4d750e3fcee83d3f3ce36c,The Islands,Caribbean Restaurant
773,58fe480bda708012683cda5f,4df76fccb61c40d585eca0e4,Bitter & Esters,Brewery
774,58fe480bda708012683cda5f,4a2407e6f964a520ef7d1fe3,Sit & Wonder,Coffee Shop
775,58fe480bda708012683cda5f,528fc227498e9d98f0f3ebd3,Pongo Power,Gym / Fitness Center
776,58fe480bda708012683cda5f,5e31e99a6582a20008d0c6d9,Beer Street South,Bar
777,58fe480bda708012683cda5f,4db462a2fa8c350240e3f2a2,Olde Brooklyn Bagel Shoppe,Bagel Shop
778,58fe480bda708012683cda5f,4ed96b1e61af8a14b52659dd,Winey Neighbor,Wine Shop
779,58fe480bda708012683cda5f,4662bcadf964a5206e471fe3,Grand Army Plaza,Plaza
780,58fe480bda708012683cda5f,5adcbd038173cb433ff5350d,Sofreh,Persian Restaurant
781,58fe480bda708012683cda5f,4ae0d6d9f964a520fc8221e3,Prospect Heights Community Farm,Garden
782,58fe480bda708012683cda5f,56773ac0498e301585915c6f,LOOK by Plant Love House,Thai Restaurant
783,58fe480bda708012683cda5f,5601e1e0498eebcef1975492,White Tiger,Restaurant
784,58fe480bda708012683cda5f,4c1171d7d917c928e9c1b562,Prospect Heights CSA,Farmers Market
785,58fe480bda708012683cda5f,49eb2940f964a520a8661fe3,Grand Army Plaza Greenmarket,Farmers Market
786,5df175e82276e2000744dc8b,57f6f8ffcd103844642af101,Sun and Air,Bike Shop
787,5df175e82276e2000744dc8b,4a723060f964a5208cda1fe3,Lucky Dog,Bar
788,5df175e82276e2000744dc8b,54df7b38498eee7bd051f0bc,East River Pilates,Pilates Studio
789,5df175e82276e2000744dc8b,4b525a4ef964a520d17827e3,Tabaré,South American Restaurant
790,5df175e82276e2000744dc8b,47de3aebf964a5203a4e1fe3,Rabbithole,American Restaurant
791,5df175e82276e2000744dc8b,448acb74f964a52048341fe3,Pies 'n' Thighs,Fried Chicken Joint
792,5df175e82276e2000744dc8b,4bb92b3f7421a593b492c240,Traif,Tapas Restaurant
793,5df175e82276e2000744dc8b,50118c5cebca56ceab9ec118,Weylin,Event Space
794,5df175e82276e2000744dc8b,59da542c829b0c160a0a9373,Y7 Studio,Yoga Studio
795,5df175e82276e2000744dc8b,4b637738f964a520f37b2ae3,Choplet Studio and Gallery,Art Gallery
796,5df175e82276e2000744dc8b,59a013947564f768b785adfb,Overthrow Boxing,Boxing Gym
797,5df175e82276e2000744dc8b,4d34a091c6cba35dec2f357a,Maison Premiere,Seafood Restaurant
798,5df175e82276e2000744dc8b,4b26b7ecf964a520f97f24e3,Commune Salon & Gift,Salon / Barbershop
799,5df175e82276e2000744dc8b,55135426498e9dee8f19cc5f,L'Industrie Pizzeria,Pizza Place
800,5df175e82276e2000744dc8b,5b86febb3731ee002c98aa4b,ppl,Coffee Shop
801,5df175e82276e2000744dc8b,53a1a98c498e019a787752d7,Meadowsweet,Mediterranean Restaurant
802,5df175e82276e2000744dc8b,50a978f5e4b09f72f3a657a4,Xixa,Latin American Restaurant
803,5df175e82276e2000744dc8b,3fd66200f964a5209beb1ee3,Peter Luger Steak House,Steakhouse
804,5df175e82276e2000744dc8b,4c7f0887fb74236a7727f9b9,Samurai Mama,Japanese Restaurant
805,5df175e82276e2000744dc8b,58df00318cfe546addb99246,Birds of a Feather,Chinese Restaurant
806,5df175e82276e2000744dc8b,5dab2f1116924c0008c4e7e9,La Bicyclette Bakery,Bakery
807,5df175e82276e2000744dc8b,55418390498e281cfb408ab3,Pokito,Cocktail Bar
808,5df175e82276e2000744dc8b,5d349f82ee95980008752127,Ceremonia Bakeshop,Bakery
809,5df175e82276e2000744dc8b,4a945657f964a520432120e3,Oslo Coffee Roasters,Coffee Shop
810,5df175e82276e2000744dc8b,56f9b472cd10557f060e99c0,Fresh Kills Bar,Cocktail Bar
811,5df175e82276e2000744dc8b,5274410611d217980bf187a7,Brooklyn Running Co,Sporting Goods Shop
812,5df175e82276e2000744dc8b,554f66e8498e387866311421,The Four Horsemen,Wine Bar
813,5df175e82276e2000744dc8b,49bb36fcf964a520dc531fe3,Caracas Arepa Bar,Arepa Restaurant
814,5df175e82276e2000744dc8b,51e1e994498efac3db9a71a7,Species By The Thousands,Jewelry Store
